                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 2.9812,                  0.476,                 0.0977,                0.63949,                0.50941,                0.52867,                0.32809,                  2.628,                0.54876,                0.05897,                 0.0001,                 0.0001,                 0.0001
                    141,                 2.9906,                0.47416,                 0.0996,                0.63745,                0.50946,                0.52718,                 0.3266,                 2.5996,                0.54868,                0.05906,                 0.0001,                 0.0001,                 0.0001
                    142,                 2.9616,                 0.4756,                0.09737,                0.63576,                 0.5122,                0.52719,                0.32678,                 2.5992,                0.54894,                0.05891,                 0.0001,                 0.0001,                 0.0001
                    143,                 2.9818,                  0.476,                0.09961,                0.63337,                0.51231,                0.52684,                 0.3272,                 2.5974,                0.54992,                0.05854,                 0.0001,                 0.0001,                 0.0001
                    144,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    145,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    146,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    147,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    148,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    149,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    150,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    151,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    152,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    153,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    154,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    155,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    156,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    157,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    158,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    159,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    160,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    161,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    162,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    163,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    164,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    165,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    166,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    167,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    168,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    169,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    170,                    nan,                    nan,                    nan,                0.63337,                0.51231,                0.52684,                 0.3272,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
